央视专区,#genre#
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8
北京卫视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226224/1.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8
四川卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225733/index.m3u8
天津卫视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226246/1.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8
安徽卫视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226223/1.m3u8
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8
山东卫视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226244/1.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8
山西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225730/index.m3u8
广东卫视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226238/1.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8
广西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225692/index.m3u8
吉林卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8
云南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225664/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8
宁夏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8
海南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8
贵州卫视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226497/1.m3u8
辽宁卫视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226500/1.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8
东北热剧,http://39.135.138.58:18890/PLTV/88888910/224/3221226202/index.m3u8
超级电视剧,http://39.135.138.58:18890/PLTV/88888910/224/3221225625/index.m3u8
爱情喜剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225748/index.m3u8
精品大剧,http://39.135.138.58:18890/PLTV/88888910/224/3221225714/index.m3u8
金牌综艺,http://39.135.138.58:18890/PLTV/88888910/224/3221225711/index.m3u8
超级综艺,http://39.135.138.58:18890/PLTV/88888910/224/3221225620/index.m3u8?fmt=ts2hls

本地频道,#genre#
NewTV江西,http://39.135.138.58:18890/PLTV/88888910/224/3221225979/index.m3u8?fmt=ts2hls#http://39.134.116.30:8080/PLTV/88888910/224/3221225979/index.m3u8
江西卫视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226243/1.m3u8
江西2套都市,http://39.135.138.6:6610/PLTV/88888888/224/3221225584/1/1000.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225584/2/index.m3u8?fmt=ts2hls
江西3套经济,http://39.135.138.6:6610/PLTV/88888888/224/3221225580/2/1000.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225580/2/index.m3u8?fmt=ts2hls
江西4套影视,http://39.135.138.6:6610/PLTV/88888888/224/3221225579/2/1000.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225579/2/index.m3u8?fmt=ts2hls
江西5套公共,http://39.135.138.6:6610/PLTV/88888888/224/3221225578/2/1000.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225578/2/index.m3u8?fmt=ts2hls
江西6套少儿,http://39.135.138.6:6610/PLTV/88888888/224/3221225577/2/1000.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225577/2/index.m3u8?fmt=ts2hls
江西7套新闻,http://39.135.138.6:6610/PLTV/88888888/224/3221225615/2/1000.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225576/2/index.m3u8?fmt=ts2hls
江西教育,https://live.jxeduyun.com/streams/5e05b4659858d_720p.m3u8
江西南昌1,http://shenma.emojy.cn/dl.y/jxnc.php?id=1
江西南昌2,http://shenma.emojy.cn/dl.y/jxnc.php?id=2
江西南昌3,http://shenma.emojy.cn/dl.y/jxnc.php?id=3
江西南昌4,http://shenma.emojy.cn/dl.y/jxnc.php?id=4
江西南昌CTV,http://shenma.emojy.cn/dl.y/jxnc.php?id=8
江西南昌1,http://stream.guihet.com/t/nctv.php?id=1
江西南昌2,http://stream.guihet.com/t/nctv.php?id=2
江西南昌3,http://stream.guihet.com/t/nctv.php?id=3
江西南昌4,http://stream.guihet.com/t/nctv.php?id=4
江西南昌CTV,http://stream.guihet.com/t/nctv.php?id=8


电影一区,#genre#
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC动作电影,http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
CHC高清电影,rtmp://58.200.131.2:1935/livetv/chchd
CHC家庭影院,rtmp://58.200.131.2:1935/livetv/chctv
CHC动作电影,rtmp://58.200.131.2:1935/livetv/chcatv
亚洲影院,http://112.17.40.140/PLTV/88888888/224/3221226245/index.m3u8
欧洲影院,http://112.17.40.140/PLTV/88888888/224/3221226176/index.m3u8
黑莓电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225764/index.m3u8
动作电影,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226329/1.m3u8
超级电影,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226369/1.m3u8
IPTV+淘电影,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226552/1.m3u8
林正英,http://121.12.115.14/tx.hls.huya.com/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1-imgplus.m3u8
华视动作大片,http://121.12.115.14/tx.hls.huya.com/src/1199556584546-1199556584546-5414703761564106752-2399113292548-10057-A-0-1.m3u8
华视恐怖悬疑,http://121.12.115.14/tx.hls.huya.com/src/1199556528761-1199556528761-5414464166813499392-2399113180978-10057-A-0-1.m3u8
北京影视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226486/1.m3u8
BesTV电影频道,http://101.71.255.229:6610/zjhs/2/10052/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
BesTV精品电影,http://101.71.255.229:6610/zjhs/2/10037/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
小丑讲电影.http://121.12.115.14/tx.hls.huya.com/src/1199511997436-1199511997436-5223203582290952192-2399024118328-10057-A-0-1_2000.m3u8
鱼丸说电影,http://121.12.115.14/tx.hls.huya.com/src/1444281068-1444281068-6203139953291952128-4657213132-10057-A-0-1_2000.m3u8
娘子说电影,http://121.12.115.14/tx.hls.huya.com/src/94525224-2696926374-11583210576049864704-4479103546-10057-A-0-1_2000.m3u8
老吴说电影,http://121.12.115.14/tx.hls.huya.com/src/1444498658-1444498658-6204074495225888768-4665669106-10057-A-0-1_2000.m3u8
老炮说电影,http://121.12.115.14/tx.hls.huya.com/src/2250790740-2250790740-9667072618439639040-4501704936-10057-A-0-1_2000.m3u8
可乐撩电影,http://121.12.115.14/tx.hls.huya.com/src/1199524029911-1199524029911-5274882668905889792-2399048183278-10057-A-0-1_2000.m3u8
韩小囧说电影,http://121.12.115.14/tx.hls.huya.com/src/1199527772079-1199527772079-5290955158082027520-2399055667614-10057-A-0-1_2000.m3u8
老皮讲电影,http://121.12.115.14/tx.hls.huya.com/src/1199512163164-1199512163164-5223915378630983680-2399024449784-10057-A-0-1_2000.m3u8


电影二区,#genre#
斗鱼电影,http://tx2play1.douyucdn.cn/85894rmovieChow_4000p.xs?uuid=
斗鱼电影,http://tx2play1.douyucdn.cn/live/85894rmovieChow.flv
斗鱼1厅,http://tx2play1.douyucdn.cn:80/live/122402rK7MO9bXSq.flv
斗鱼1厅,http://blank.m.awhost.cn/douyu.php?id=122402
斗鱼2厅,http://tx2play1.douyucdn.cn/live/252802rbQGaZXUQi.flv
斗鱼2厅,http://tx2play1.douyucdn.cn/live/252802rbQGaZXUQi_2000p.flv?uuid=
斗鱼3厅,http://tx2play1.douyucdn.cn/live/20415rnWbjg6Ex1K.flv
斗鱼3厅,http://tx2play1.douyucdn.cn/live/20415rnWbjg6Ex1K_2000.flv?uuid=
高分好片,http://121.12.115.14/tx.hls.huya.com/src/1199556523173-1199556523173-5414440166536249344-2399113169802-10057-A-0-1.m3u8
精彩电影,http://39.134.24.193/PLTV/88888888/224/3221225811/index.m3u8
邵氏影院HD,http://tx2play1.douyucdn.cn/live/4246519rMFzCmGUd.m3u8
邵氏电影,https://cn-jxnc-cmcc-live-02.bilivideo.com/live-bvc/817178/live_97065163_17925468.m3u8
IPTV6+,http://39.134.39.34:80/PLTV/88888888/224/3221226269/index.m3u8?icpid=88888888&from=26&hms_devid=685,676&online=1612582902&vqe=3
海爷TV动作,https://cn-jswx2-cmcc-live-01.bilivideo.com/live-bvc/366214/live_199793349_7660540.m3u8
海爷TV海外,https://cn-jswx2-cmcc-live-01.bilivideo.com/live-bvc/471169/live_27444411_4287972.m3u8
海爷TV国产,https://cn-jswx2-cmcc-live-01.bilivideo.com/live-bvc/750227/live_268522326_2538218.m3u8
海爷TV国外,https://cn-jswx2-cmcc-live-01.bilivideo.com/live-bvc/211012/live_52370715_1734265.m3u8
海爷TV科幻,https://cn-jswx2-cmcc-live-01.bilivideo.com/live-bvc/243318/live_261831479_8429255.m3u8
海爷TV恐怖,https://cn-jswx2-cmcc-live-01.bilivideo.com/live-bvc/428049/live_280698572_9101071.m3u8


纪实探索,#genre#
李子柒的直播,http://hls-ott-zhibo.wasu.tv/live/443/index.m3u8#http://hls-ott-zhibo.wasu.tv/live/443/index.m3u8
自然传奇,http://117.148.187.83/PLTV/88888888/224/3221226179/index.m3u8
漫游世界,http://112.17.40.147/wh7f454c46tw3159855682_173341120/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228581/index.m3u8?fmt=ts2hls&icpid=88888888&from=30&RTS=1592890565&hms_devid=1473&online=1592890565&vqe=1
求索动物FHD,http://112.17.40.140/PLTV/88888888/224/3221226695/index.m3u8#http://117.148.187.83/PLTV/88888888/224/3221226695/index.m3u8
求索纪录FHD,http://117.148.187.46/PLTV/88888888/224/3221226610/index.m3u8
求索纪录FHD,http://39.134.65.162/PLTV/88888888/224/3221225713/index.m3u8
求索科学FHD,http://112.17.40.200/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228975/01.m3u8?fmt=ts2hls
求索科学FHD,http://112.17.40.200/PLTV/88888888/224/3221226608/index.m3u8
求索生活FHD,http://112.17.40.204/PLTV/88888888/224/3221226606/index.m3u8
求索生活FHD,http://112.17.40.36/PLTV/88888888/224/3221226606/index.m3u8
贝爷上线,http://121.12.115.14/tx.hls.huya.com/src/1099531752750-1099531752750-86436105162850304-2199063628956-10057-A-0-1_2000.m3u8
纪实人文,http://39.135.138.59:18890/PLTV/88888910/224/3221225654/index.m3u8
金鹰纪实,http://39.135.138.6:6610/PLTV/88888888/224/3221225595/2/1000.m3u8
SiTV全纪实,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/qjshd/4000000/mnf.m3u8
自然传奇,http://112.17.40.140/PLTV/88888888/224/3221226179/index.m3u8
漫游世界,http://112.17.40.140/PLTV/88888888/224/3221226360/index.m3u8
非遗美食,http://hls-ott-zhibo.wasu.tv/live/181/index.m3u8
精品纪录,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226332/1.m3u8
亚洲美食,http://112.17.40.132:80/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230115/index.m3u8?icpid=88888888&from=30&ocs=2_112.17.40.149_80&hms_devid=1452,1478&online=1612270930&vqe=1
爱时尚,http://101.71.255.229:6610/zjhs/2/10118/index.m3u8?virtualDomain=zjhs.live_hls.zte.com&IASHttpSessionId=OTT3356420210202130628063564
探索频道,rtmp://58.200.131.2:1935/livetv/discovery
国家地理频道,rtmp://58.200.131.2:1935/livetv/natlgeo

体育专区,#genre#
天元围棋,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R60180DC5U309E7004K774A118EI2C42343BPBM3523B93V0Z57EA5W165FA577AA5F75E9&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000073
天元围棋,http://r6e.cn/aayw6
天元围棋,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R60180D68U3194204BK7832D514I2C42343BP2BF4M340DD1CV0Z339C9W165FA562032413EE&playtoken=31608RMZHGPUCXX10&auth=no&programid=4200000144
弈坛春秋,http://223.110.245.138:80/PLTV/4/224/3221227031/index.m3u8
弈坛春秋,http://223.110.245.172:80/PLTV/4/224/3221227031/index.m3u8
弈坛春秋,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226245/index.m3u8
快乐垂钓,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226549/1.m3u8
快乐垂钓,http://39.135.250.73/PLTV/88888888/224/3221226059/99180001000000060000000000000411.smil
四海钓鱼,http://112.17.40.140/PLTV/88888888/224/3221226533/index.m3u8 
四海钓鱼,http://125.210.152.18:9090/live/SHDY.m3u8
精彩体育,http://39.134.24.193/PLTV/88888888/224/3221225809/index.m3u8
IPTV5+,http://39.134.38.132:80/PLTV/88888888/224/3221226267/index.m3u8?icpid=88888888&from=26&hms_devid=685,1387&prioritypopid=26&online=1611975097&vqe=3
北京东奥,http://39.135.138.58:18890/PLTV/88888910/224/3221225675/index.m3u8
精品体育,http://39.135.138.60:18890/PLTV/88888910/224/3221225709/index.m3u8
超级体育,http://39.135.138.60:18890/PLTV/88888910/224/3221225767/index.m3u8
先锋乒羽,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R60180DC5U309E7004K774A118EI2C42343BPBM3523B93V0Z57EA5W165FA577AA5F75E9&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000082
吉林篮球,http://stream1.jlntv.cn/lqpd/playlist.m3u8?_upt=3053ae9f1582302081
吉林篮球,http://stream1.jlntv.cn/lqpd/sd/live.m3u8
魅力足球,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/mlyyhd/4000000/mnf.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/mlyyhd/4000000/mnf.m3u8
劲爆体育,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/jbtyhd/2300000/mnf.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jbtyhd/4000000/mnf.m3u8
极速汽车,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/jsqchd/2300000/mnf.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jsqchd/4000000/mnf.m3u8
新视觉,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/xsjhd/2300000/mnf.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/xsjhd/4000000/mnf.m3u8

音乐频道,#genre#
音乐石榴,http://121.12.115.14/tx.hls.huya.com/src/1199512344405-1199512344405-5224693802798678016-2399024812266-10057-A-0-1_2000.m3u8
新歌速递,http://121.12.115.14/tx.hls.huya.com/src/1099531740262-1099531740262-86382469611257856-2199063603980-10057-A-0-1_2000.m3u8
阿刁,https://vd2.bdstatic.com/mda-jm7cdbj2jagtz5x3/sc/mda-jm7cdbj2jagtz5x3.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D&v_from_s=sz_haokanvideoui_5488&auth_key=1612444265-0-0-f9167cb32f7878a5cd37bfcbc45ce1da&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=
可可托海的牧羊人,https://vd2.bdstatic.com/mda-kkkrymnm2i5tgndt/v1-cae/1080p/mda-kkkrymnm2i5tgndt.mp4?auth_key=1608382073-0-0-f61c62b33c55609d6716998dcc53d358&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=7873_3-7917_1-8010_3-8012_4-8157_1
笑纳,https://vd4.bdstatic.com/mda-kmecsq39cze0d6k7/v1-cae/sc/mda-kmecsq39cze0d6k7.mp4?v_from_s=hkapp-haokan-suzhou&auth_key=1612443870-0-0-86b1b3c12894634f6585245db10a7882&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=
游山恋,https://vd2.bdstatic.com/mda-kku06v4sexd8d6ch/sc/mda-kku06v4sexd8d6ch.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D&v_from_s=sz_haokan_4469&auth_key=1612443696-0-0-cde55b6a569eee42ed8438a22db711b5&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=
浪子闲话,https://vd2.bdstatic.com/mda-mafi9f9ksh20jtax/v1-cae/sc/mda-mafi9f9ksh20jtax.mp4?v_from_s=sz_haokanvideoui_5488&auth_key=1612444205-0-0-57fb5c4a173c3418183670fdc9fc0ab3&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=
别知己,https://vd4.bdstatic.com/mda-jk0qu5vqnjjn0qwc/sc/mda-jk0qu5vqnjjn0qwc.mp4?v_from_s=sz_haokanvideoui_5488&auth_key=1612444118-0-0-3504208a0685276a482d977f74963828&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=
黄昏,http://r6d.cn/EVpP
Andy,https://vd2.bdstatic.com/mda-kdm67be3kgw71689/mda-kdm67be3kgw71689.mp4
我们的爱,http://r6d.cn/EVq2
一生所爱,https://vd2.bdstatic.com/mda-kf1nwvnhk2ia5p3w/v1-cae/sc/mda-kf1nwvnhk2ia5p3w.mp4
冲动的惩罚,https://vd3.bdstatic.com/mda-jiqx13mpwt85heie/sc/mda-jiqx13mpwt85heie.mp4
左手指月,https://vdse.bdstatic.com//b35227847ccb42d48ea6414d47087ce9.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T15%3A26%3A59Z%2F-1%2Fhost%2F9ce646d3e871069b3f23e45fc92e318ac9f5b3983d1ed3d996cc228026cba11e
空空如也,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240679878258.mp4
香水有毒,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240567093622.mp4
亮声热门,https://cloud.video.taobao.com//play/u/2473460028/p/1/e/6/t/1/225573315117.mp4
大鱼原生,https://cloud.video.taobao.com//play/u/2473460028/p/1/e/6/t/1/225531074110.mp4
逃爱歌,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240455560138.mp4
雪十郎,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240459108765.mp4
崔阿扎,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240450400409.mp4
邓紫棋,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/240444538360.mp4
刘若英,https://cloud.video.taobao.com//play/u/2473460028/p/1/e/6/t/1/224097858201.mp4
狂浪歌,https://cloud.video.taobao.com//play/u/57349687/p/1/e/6/t/1/241327091723.mp4
张靓颖,https://cloud.video.taobao.com//play/u/2473460028/p/1/e/6/t/1/225590671741.mp4
沙漠骆驼,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgjbGM5gUon8K7eQ.mp4
成都,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgx5ei5wUoqOfenwE.mp4
追梦人,http://v4.qutoutiao.net/toutiao_video_zdgq_online_self/aa0c334cbc9e595b85866d10c9071656/hd.mp4
Alan Walker feat. Iselin Solheim - Faded,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg9qiM5gUo-tns8Qc.mp4
(泰坦尼克号主题曲),https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg_uCa4gUo7Irtnwc.mp4
隔壁老樊 Ⅰ 我曾,https://vd3.bdstatic.com/mda-jjm8i93paakzz8yj/hd/mda-jjm8i93paakzz8yj.mp4?pd=20&vt=1
Ice Paper Ⅰ 心如止水,https://vd3.bdstatic.com/mda-jmqy5wv8ffvj2z5j/hd/mda-jmqy5wv8ffvj2z5j.mp4?pd=19&vt=1
花粥 Ⅰ 纸短情长,https://vdse.bdstatic.com//e214194bf6de7f598b9873619b691fa6.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T13%3A26%3A53Z%2F-1%2Fhost%2F591e9e423bf5d139c7eac161a481a18a0ccd851124162fcb1cc55e9b2aea36c6
刘珂矣 Ⅰ 芙蓉雨,https://vdse.bdstatic.com//85593e1127a1389dc49e9b0491814df2.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T14%3A58%3A05Z%2F-1%2Fhost%2Fff58fddc077c03b3076760fe6728156bf526b7060c8e061d817388b869ac2320
刘珂矣 Ⅰ 半壶纱,https://vd3.bdstatic.com/mda-kag404z097ciayha/hd/mda-kag404z097ciayha.mp4?pd=19&vt=1
